search URL:,https://patents.google.com/?q=%28Artificial+Intelligence%29&oq=Artificial+Intelligence,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
US-6354493-B1,System and method for finding a specific RFID tagged article located in a plurality of RFID tagged articles ,Sensormatic Electronics Corporation,Jorge Mon,1999-12-23,1999-12-23,2002-03-12,2002-03-12,https://patents.google.com/patent/US6354493B1/en,https://patentimages.storage.googleapis.com/d6/57/bc/9e54c6e44360ff/US6354493-drawings-page-2.png
US-6019286-A,Portable data collection device with dataform decoding and image capture capability ,Metanetics Corporation,"C. Jim Li, Angi Ye, Ynjiun P. Wang",1995-06-26,1996-02-22,2000-02-01,2000-02-01,https://patents.google.com/patent/US6019286A/en,https://patentimages.storage.googleapis.com/12/38/6f/eb9f81c8683522/US6019286-drawings-page-11.png
US-8740085-B2,System having imaging assembly for use in output of image data ,Honeywell International Inc.,"John A. Furlong, Mark Jose Antonio HERNANDEZ, Craig KOCH, James Nahill, Charles Joseph Cunningham, IV, Sean Philip Kearney, Taylor Smith",2012-02-10,2012-02-10,2014-06-03,2014-06-03,https://patents.google.com/patent/US8740085B2/en,https://patentimages.storage.googleapis.com/f4/0c/eb/ba22dedadeeb6c/US08740085-20140603-D00000.png
US-8746563-B2,Laser scanning module with rotatably adjustable laser scanning assembly ,"Metrologic Instruments, Inc.","Robert John Hennick, Roberto Spuches",2012-06-10,2012-06-10,2014-06-10,2014-06-10,https://patents.google.com/patent/US8746563B2/en,https://patentimages.storage.googleapis.com/b0/82/52/107d9318f72bab/US08746563-20140610-D00000.png
US-8740082-B2,Laser scanning bar code symbol reading system having intelligent scan sweep angle adjustment capabilities over the working range of the system for optimized bar code symbol reading performance ,"Metrologic Instruments, Inc.","David M. Wilz, Sr.",2012-02-21,2012-02-21,2014-06-03,2014-06-03,https://patents.google.com/patent/US8740082B2/en,https://patentimages.storage.googleapis.com/4f/c8/2b/1cf47f0993fe32/US08740082-20140603-D00000.png
US-6988241-B1,"Client side, web-based spreadsheet ",International Business Machines Corporation,"Steven Guttman, Joseph Ternasky",2000-10-16,2000-11-15,2006-01-17,2006-01-17,https://patents.google.com/patent/US6988241B1/en,https://patentimages.storage.googleapis.com/9f/6e/61/0119885f6b3a09/US06988241-20060117-D00000.png
US-8346563-B1,System and methods for delivering advanced natural language interaction applications ,Artificial Solutions Ltd.,"David Hjelm, Robert Krüger, Björn Gülsdorff, Ebba Birgitta Gustavii, Maria Cheadle",2012-04-10,2012-08-02,2013-01-01,2013-01-01,https://patents.google.com/patent/US8346563B1/en,https://patentimages.storage.googleapis.com/4b/ec/45/c2671a8fab4b29/US08346563-20130101-D00000.png
US-8779898-B2,Encoded information reading terminal with micro-electromechanical radio frequency front end ,"Hand Held Products, Inc.","William H. Havens, Huyu Qu",2011-08-17,2011-08-17,2014-07-15,2014-07-15,https://patents.google.com/patent/US8779898B2/en,https://patentimages.storage.googleapis.com/24/fb/87/73be9a2d10c3e0/US08779898-20140715-D00000.png
US-2002069222-A1,System and method for placing active tags in HTML document ,"Wiznet, Inc.",Mark McNeely,2000-12-01,2000-12-01,2002-06-06,,https://patents.google.com/patent/US20020069222A1/en,https://patentimages.storage.googleapis.com/7b/c7/8b/c83361bd42d232/US20020069222A1-20020606-D00000.png
US-8789758-B2,Picture taking reading apparatus ,"Hand Held Products, Inc.","Thomas P. Hawley, Michael A. Ehrhart, Andrew Longacre, Jr., Robert M. Hussey, Timothy P. Meier",2003-05-12,2012-09-14,2014-07-29,2014-07-29,https://patents.google.com/patent/US8789758B2/en,https://patentimages.storage.googleapis.com/08/2c/81/ce024c1fdd95cc/US08789758-20140729-D00000.png
US-5982931-A,Apparatus and method for the manipulation of image containing documents ,Ishimaru; Mikio,Mikio Ishimaru,1995-06-07,1997-11-28,1999-11-09,1999-11-09,https://patents.google.com/patent/US5982931A/en,https://patentimages.storage.googleapis.com/06/e5/e0/3c22596c8f5c53/US5982931-drawings-page-2.png
US-2012123232-A1,Method and apparatus for determining heart rate variability using wavelet transformation ,"Kayvan Najarian, David Andre, Kevin Ward, Nisarg Vyas, Eric Teller, Stivoric John M, Jonathan Farringdon, Boehmke Scott K, Gregory Kovacs, James Gabarro, Christopher Kasabach, Soo-Yeon Ji, Abel Al Raoff, Raymond Pelletier","Kayvan Najarian, David Andre, Kevin Ward, Nisarg Vyas, Eric Teller, John M. Stivoric, Jonathan Farringdon, Scott K. Boehmke, Gregory Kovacs, James Gabarro, Christopher Kasabach, Soo-Yeon Ji, Abel Al Raoff, Raymond Pelletier",2008-12-16,2009-12-16,2012-05-17,,https://patents.google.com/patent/US20120123232A1/en,https://patentimages.storage.googleapis.com/91/12/9a/374217e5bfda92/US20120123232A1-20120517-D00000.png
US-7036128-B1,"Using a community of distributed electronic agents to support a highly mobile, ambient computing environment ",Sri International Offices,"Luc Julia, Adam Cheyer",1999-01-05,2000-08-09,2006-04-25,2006-04-25,https://patents.google.com/patent/US7036128B1/en,https://patentimages.storage.googleapis.com/e8/1d/24/c9e915cfd17b1e/US07036128-20060425-D00000.png
US-5946647-A,System and method for performing an action on a structure in computer-generated data ,"Apple Computer, Inc.","James R. Miller, Thomas Bonura, Bonnie Nardi, David Wright",1996-02-01,1996-02-01,1999-08-31,1999-08-31,https://patents.google.com/patent/US5946647A/en,https://patentimages.storage.googleapis.com/14/4f/d7/f80965b5c7f6f2/US5946647-drawings-page-2.png
US-8794522-B2,Image capture apparatus and method ,"Hand Held Products, Inc.",Michael A. Ehrhart,2001-05-15,2013-05-13,2014-08-05,2014-08-05,https://patents.google.com/patent/US8794522B2/en,https://patentimages.storage.googleapis.com/27/e4/58/6b0484146555f0/US08794522-20140805-D00000.png
US-6651217-B1,System and method for populating forms with previously used data values ,Microsoft Corporation,"Kevin Kennedy, David Clancy, Steve Falkenburg",1999-09-01,1999-09-01,2003-11-18,2003-11-18,https://patents.google.com/patent/US6651217B1/en,https://patentimages.storage.googleapis.com/07/9a/8d/43eba73cd9e370/US6651217-drawings-page-2.png
US-8948834-B2,Signal processing apparatus ,Masimo Corporation,"Mohamed K. Diab, Esmaiel Kiani-Azarbayjany, Walter M. Weber",1991-03-07,2005-03-02,2015-02-03,2015-02-03,https://patents.google.com/patent/US8948834B2/en,https://patentimages.storage.googleapis.com/3f/91/15/6dad919398643a/US08948834-20150203-D00000.png
US-5806078-A,Version management system ,Softool Corporation,"Richard A. Hug, Leon Presser",1994-06-09,1994-06-09,1998-09-08,1998-09-08,https://patents.google.com/patent/US5806078A/en,https://patentimages.storage.googleapis.com/22/e2/a7/7d746d76dfa078/US5806078-drawings-page-2.png
US-5861018-A,Ultrasound transdermal communication system and method ,Telecom Medical Inc.,Gary F. Feierbach,1996-05-28,1996-05-28,1999-01-19,1999-01-19,https://patents.google.com/patent/US5861018A/en,https://patentimages.storage.googleapis.com/f4/63/4a/7c468afcc5c312/US5861018-drawings-page-2.png
US-7539656-B2,System and method for providing an intelligent multi-step dialog with a user ,Consona Crm Inc.,"Raya Fratkina, Monica Anderson, Mark A. Angel, Max Copperman, Scott B. Huffman, David Kay, Robert Stern",2000-03-06,2001-03-06,2009-05-26,2009-05-26,https://patents.google.com/patent/US7539656B2/en,https://patentimages.storage.googleapis.com/64/55/09/7e398ccb6c84df/US07539656-20090526-D00000.png
US-5761442-A,Predictive neural network means and method for selecting a portfolio of securities wherein each network has been trained using data relating to a corresponding security ,"Advanced Investment Technology, Inc.","Dean S. Barr, Ganesh Mani",1994-08-31,1994-08-31,1998-06-02,1998-06-02,https://patents.google.com/patent/US5761442A/en,https://patentimages.storage.googleapis.com/ed/cf/e6/ff0df0209dee84/US5761442-drawings-page-2.png
US-9986952-B2,Heart sound simulator ,Masimo Corporation,"Cristiano Dalvi, Marcelo M. Lamego",2013-03-14,2014-03-10,2018-06-05,2018-06-05,https://patents.google.com/patent/US9986952B2/en,https://patentimages.storage.googleapis.com/f6/b6/ea/6856601c9a1843/US09986952-20180605-D00000.png
US-8682812-B1,Machine learning based botnet detection using real-time extracted traffic features ,"Narus, Inc.",Supranamaya Ranjan,2010-12-23,2010-12-23,2014-03-25,2014-03-25,https://patents.google.com/patent/US8682812B1/en,https://patentimages.storage.googleapis.com/cd/41/03/e6bf69a5840cca/US08682812-20140325-D00000.png
US-6507410-B1,Method for non-linear document conversion and printing ,Canon Kabushiki Kaisha,"Philip Keith Robertson, John Charles Brook, Stephen Robert Bruce",1997-09-08,1998-09-08,2003-01-14,2003-01-14,https://patents.google.com/patent/US6507410B1/en,https://patentimages.storage.googleapis.com/27/0e/eb/b48eb5bc4c8346/US6507410-drawings-page-2.png
US-6127928-A,Method and apparatus for locating and tracking documents and other objects ,"E-Tag Systems, Inc.","Marvin Issacman, Denis McGreivy",1998-02-10,1999-07-26,2000-10-03,2000-10-03,https://patents.google.com/patent/US6127928A/en,https://patentimages.storage.googleapis.com/cc/06/31/b977b6e6571e61/US6127928-drawings-page-2.png
US-2009303984-A1,System and method for private conversation in a public space of a virtual world ,"Clark Jason T, Dewar Ami H, Leah Robert C, Poore Nicholas E, Yim Peter C","Jason T. Clark, AMI H. Dewar, Robert C. Leah, Nicholas E. Poore, Peter C. Yim",2008-06-09,2008-06-09,2009-12-10,,https://patents.google.com/patent/US20090303984A1/en,https://patentimages.storage.googleapis.com/05/80/f3/a3cef5c2691dae/US20090303984A1-20091210-D00000.png
US-6523061-B1,"System, method, and article of manufacture for agent-based navigation in a speech-based data navigation system ","Sri International, Inc.","Christine Halverson, Luc Julia, Dimitris Voutsas, Adam Cheyer",1999-01-05,2000-06-30,2003-02-18,2003-02-18,https://patents.google.com/patent/US6523061B1/en,https://patentimages.storage.googleapis.com/b3/21/86/a28dd256e3c772/US06523061-20030218-D00000.png
US-6735506-B2,Telematics system ,"Automotive Technologies International, Inc.","David S. Breed, Wilbur E. DuVall, Wendell C. Johnson",1992-05-05,2002-06-19,2004-05-11,2004-05-11,https://patents.google.com/patent/US6735506B2/en,https://patentimages.storage.googleapis.com/57/b1/ed/3a9cd2d1c42cc2/US06735506-20040511-D00000.png
US-6542927-B2,Linking of computers based on steganographically embedded digital data ,Digimarc Corporation,Geoffrey B. Rhoads,1995-07-27,2001-06-29,2003-04-01,2003-04-01,https://patents.google.com/patent/US6542927B2/en,https://patentimages.storage.googleapis.com/55/f0/99/93bd25852d2be5/US06542927-20030401-D00000.png
US-6257486-B1,"Smart card pin system, card, and reader ",Cardis Research & Development Ltd.,"Mordechai Teicher, Robin Townend",1998-11-23,1998-11-23,2001-07-10,2001-07-10,https://patents.google.com/patent/US6257486B1/en,https://patentimages.storage.googleapis.com/34/dc/57/225663f46246e7/US6257486-drawings-page-3.png
US-7050606-B2,Tracking and gesture recognition system particularly suited to vehicular control applications ,Cybernet Systems Corporation,"George V. Paul, Glenn J. Beach, Charles J. Cohen, Charles J. Jacobus",1999-08-10,2001-11-01,2006-05-23,2006-05-23,https://patents.google.com/patent/US7050606B2/en,https://patentimages.storage.googleapis.com/11/c8/3b/5f2c287c350dc9/US07050606-20060523-D00000.png
US-5887176-A,Method and system for remote monitoring and tracking of inventory ,"Randtec, Inc.","David W. Griffith, Alan C. Hurkamp, Donald K. Salmon",1996-06-28,1996-06-28,1999-03-23,1999-03-23,https://patents.google.com/patent/US5887176A/en,https://patentimages.storage.googleapis.com/08/5a/19/53937bf9aa64b7/US5887176-drawings-page-2.png
US-10086138-B1,Autonomous drug delivery system ,Masimo Corporation,"Jerome J. Novak, Jr.",2014-01-28,2015-01-28,2018-10-02,2018-10-02,https://patents.google.com/patent/US10086138B1/en,https://patentimages.storage.googleapis.com/bf/28/01/ebf1bf63166f47/US10086138-20181002-D00000.png
US-2015144692-A1,System and method for indicia reading and verification ,"Hand Held Products, Inc.",Benjamin Hejl,2013-11-22,2013-11-22,2015-05-28,,https://patents.google.com/patent/US20150144692A1/en,https://patentimages.storage.googleapis.com/db/87/1d/f72af27a18b61f/US20150144692A1-20150528-D00000.png
US-2017143284-A1,Method to detect a retained surgical object ,"Carestream Health, Inc.","William J. Sehnert, Zhimin Huo",2015-11-25,2016-11-23,2017-05-25,,https://patents.google.com/patent/US20170143284A1/en,https://patentimages.storage.googleapis.com/53/74/15/3413244c24c829/US20170143284A1-20170525-D00000.png
US-7663502-B2,Asset system control arrangement and method ,"Intelligent Technologies International, Inc.",David S. Breed,1992-05-05,2004-09-13,2010-02-16,2010-02-16,https://patents.google.com/patent/US7663502B2/en,https://patentimages.storage.googleapis.com/15/c7/0d/e97cfda7f1a256/US07663502-20100216-D00000.png
US-9053378-B1,Laser barcode scanner ,"Hand Held Products, Inc.","Rui Hou, Gyan Zhang, Hao Xu, Yuwen Zhou, Stephen Colavito",2013-12-12,2014-01-14,2015-06-09,2015-06-09,https://patents.google.com/patent/US9053378B1/en,https://patentimages.storage.googleapis.com/77/25/3d/a4592a4560209b/US09053378-20150609-D00000.png
US-5197005-A,Database retrieval system having a natural language interface ,Intelligent Business Systems,"Steven Shwartz, Claudio Fratarcangeli, Richard E. Cullingford, Gregory S. Aimi, Donald P. Strasburger",1989-05-01,1989-05-01,1993-03-23,1993-03-23,https://patents.google.com/patent/US5197005A/en,https://patentimages.storage.googleapis.com/87/ee/b5/98a5b1d5eabdd9/US5197005-drawings-page-2.png
US-4638445-A,Autonomous mobile robot ,Mattaboni Paul J,Paul J. Mattaboni,1984-06-08,1984-06-08,1987-01-20,1987-01-20,https://patents.google.com/patent/US4638445A/en,https://patentimages.storage.googleapis.com/57/85/76/16f53e3b1e558e/US4638445-drawings-page-2.png
WO-2013163789-A1,Hardware-based image data binarization in an indicia reading terminal ,Honeywell International Inc.,"Yong Liu, Xi Tao",2012-04-30,2012-04-30,2013-11-07,,https://patents.google.com/patent/WO2013163789A1/en,
US-6738652-B2,Classification and screening of test subjects according to optical thickness of skin ,"Sensys Medical, Inc.","Mutua Mattu, Thomas B. Blank, Marcy R. Makarewicz, Branden Rosenhan",2000-06-15,2001-06-06,2004-05-18,2004-05-18,https://patents.google.com/patent/US6738652B2/en,https://patentimages.storage.googleapis.com/20/cc/73/41dd47c35af04e/US06738652-20040518-D00000.png
US-2015062366-A1,Method of improving decoding speed based on off-the-shelf camera phone ,"Honeywell International, Inc.","Yong Liu, Jun Lu",2012-04-27,2012-04-27,2015-03-05,,https://patents.google.com/patent/US20150062366A1/en,https://patentimages.storage.googleapis.com/46/c9/d1/22c995c57db8e2/US20150062366A1-20150305-D00000.png
US-9176141-B2,Physiological monitor calibration system ,"Cercacor Laboratories, Inc.","Ammar Al-Ali, Massi Joe E. Kiani",2006-05-15,2011-10-15,2015-11-03,2015-11-03,https://patents.google.com/patent/US9176141B2/en,https://patentimages.storage.googleapis.com/61/4a/2b/0f5f838ffb518a/US09176141-20151103-D00000.png
US-2006026502-A1,Document collaboration system ,Koushik Dutta,Koushik Dutta,2004-07-28,2004-07-28,2006-02-02,,https://patents.google.com/patent/US20060026502A1/en,https://patentimages.storage.googleapis.com/47/3e/94/4b10bf10ef9b84/US20060026502A1-20060202-D00000.png
US-8991704-B2,Snap-on module for selectively installing receiving element(s) to a mobile device ,Intermec Ip Corp.,"Scott R Hopper, Sander Lam",2011-12-14,2012-12-13,2015-03-31,2015-03-31,https://patents.google.com/patent/US8991704B2/en,https://patentimages.storage.googleapis.com/69/8e/2c/9e6b1a7bab2189/US08991704-20150331-D00000.png
US-6609200-B2,Method and system for processing electronic documents ,"Financial Services Technology Consortium, International Business Machines Corporation, Sun Microsystems, Inc., Clareon Corporation, Telcordia Technologies, Inc.","Milton Anderson, Frank Jaffe, Chris Hibbert, Jyri Virkki, Jeffrey Kravitz, Sheveling Chang, Elaine Palmer",1996-12-20,2000-12-28,2003-08-19,2003-08-19,https://patents.google.com/patent/US6609200B2/en,https://patentimages.storage.googleapis.com/4a/07/dc/930e5b12619d47/US06609200-20030819-D00000.png
US-2015001301-A1,Optical indicia reading terminal with combined illumination ,"Metrologic Instruments, Inc.",Yunxin Ouyang,2011-09-26,2011-09-26,2015-01-01,,https://patents.google.com/patent/US20150001301A1/en,https://patentimages.storage.googleapis.com/fe/3e/44/0287855e2deec9/US20150001301A1-20150101-D00000.png
US-5710834-A,Method and apparatus responsive to a code signal conveyed through a graphic image ,Digimarc Corporation,Geoffrey B. Rhoads,1995-05-08,1995-05-08,1998-01-20,1998-01-20,https://patents.google.com/patent/US5710834A/en,https://patentimages.storage.googleapis.com/bf/88/8a/5998b3bded6ba2/US5710834-drawings-page-5.png
US-9070032-B2,Method of programming a symbol reading system ,"Hand Held Products, Inc.",Susan Corcoran,2013-04-10,2013-04-10,2015-06-30,2015-06-30,https://patents.google.com/patent/US9070032B2/en,https://patentimages.storage.googleapis.com/d9/fe/da/d14be94bd4f08d/US09070032-20150630-D00000.png
US-8944332-B2,"Testing automatic data collection devices, such as barcode, RFID and/or magnetic stripe readers ",Intermec Ip Corp.,"Andrew C. Harding, Jeffrey K. Suhr, Nicholas P. Allen",2006-08-04,2007-08-03,2015-02-03,2015-02-03,https://patents.google.com/patent/US8944332B2/en,https://patentimages.storage.googleapis.com/bb/b9/a3/a5c7233f3f4c04/US08944332-20150203-D00000.png
US-9064165-B2,Laser scanning system using laser beam sources for producing long and short wavelengths in combination with beam-waist extending optics to extend the depth of field thereof while resolving high resolution bar code symbols having minimum code element widths ,"Metrologic Instruments, Inc.","William Havens, Sean Philip Kearney",2012-03-28,2012-03-28,2015-06-23,2015-06-23,https://patents.google.com/patent/US9064165B2/en,https://patentimages.storage.googleapis.com/ae/ac/47/6386056729d934/US09064165-20150623-D00000.png
US-6057841-A,"System and method for processing electronic messages with rules representing a combination of conditions, actions or exceptions ",Microsoft Corporation,"Scott A. Thurlow, William J. Bliss, Douglas E. Stumberger, David R. Goodhand, Brian W. MacDonald",1997-01-31,1998-12-21,2000-05-02,2000-05-02,https://patents.google.com/patent/US6057841A/en,https://patentimages.storage.googleapis.com/e8/5d/83/f0404552a38d00/US6057841-drawings-page-2.png
US-2004044791-A1,Internationalized domain name system with iterative conversion ,Pouzzner Daniel G.,Daniel Pouzzner,2001-05-22,2001-05-22,2004-03-04,,https://patents.google.com/patent/US20040044791A1/en,https://patentimages.storage.googleapis.com/ad/d2/56/9e81a5226ca4bc/US20040044791A1-20040304-D00000.png
US-2014374483-A1,Encoded information reading terminal including http server ,Honeywell International Inc.,Chunhua LU,2012-02-15,2012-02-15,2014-12-25,,https://patents.google.com/patent/US20140374483A1/en,https://patentimages.storage.googleapis.com/87/80/11/542306d4b3574a/US20140374483A1-20141225-D00000.png
US-5227614-A,"Core computer processor module, and peripheral shell module assembled to form a pocket size data capture unit ",Norand Corporation,"Arvin D. Danielson, Dennis A. Durbin",1986-08-15,1989-12-15,1993-07-13,1993-07-13,https://patents.google.com/patent/US5227614A/en,https://patentimages.storage.googleapis.com/29/a8/64/3227172524e27c/US5227614-drawings-page-2.png
US-2014374485-A1,System and Method for Reading Code Symbols Using a Variable Field of View ,"Hand Held Products, Inc.","Tao Xian, Yong Liu, Ynjiun Paul Wang, Jun Lu",2013-06-20,2013-06-20,2014-12-25,,https://patents.google.com/patent/US20140374485A1/en,https://patentimages.storage.googleapis.com/19/63/8a/7f2baad51cb23b/US20140374485A1-20141225-D00000.png
US-8978983-B2,Indicia reading apparatus having sequential row exposure termination times ,"Honeywell International, Inc.","Edward C. Bremer, Ryan Kather",2012-06-01,2012-06-01,2015-03-17,2015-03-17,https://patents.google.com/patent/US8978983B2/en,https://patentimages.storage.googleapis.com/4c/80/e9/4c3015ef847ec6/US08978983-20150317-D00000.png
US-8054184-B2,Identification of surgical instrument attached to surgical robot ,"Intuitive Surgical Operations, Inc.","Edward Arthur Cline, Alan Eton Loh",2008-07-31,2008-07-31,2011-11-08,2011-11-08,https://patents.google.com/patent/US8054184B2/en,https://patentimages.storage.googleapis.com/48/b8/69/488e691c5a26e6/US08054184-20111108-D00000.png
US-4387297-B1,Portable laser scanning system and scanning methods ,Symbol Technologies Inc,"Jerome Swartz, Edward Barkan, Shelley A Harrison",1980-02-29,1980-02-29,1995-09-12,1995-09-12,https://patents.google.com/patent/US4387297B1/en,https://patentimages.storage.googleapis.com/87/4c/ed/9bc93bca8d5e64/US4387297-drawings-page-2.png
US-2015040378-A1,Method for manufacturing laser scanners ,"Hand Held Products, Inc.","Kevin Saber, Robert Hugh Brady, Stephen Colavito, Chen Feng, David Wilz, Joseph A. Walczyk",2013-08-07,2013-08-07,2015-02-12,,https://patents.google.com/patent/US20150040378A1/en,https://patentimages.storage.googleapis.com/48/3d/0a/dfae250b54e9ea/US20150040378A1-20150212-D00000.png
US-8985459-B2,Decodable indicia reading terminal with combined illumination ,"Metrologic Instruments, Inc.","Sean Philip Kearney, Patrick Anthony Giordano, Charles Joseph Cunningham, Desmond Bond, Thomas Amundsen",2011-06-30,2011-06-30,2015-03-24,2015-03-24,https://patents.google.com/patent/US8985459B2/en,https://patentimages.storage.googleapis.com/52/86/0e/537e198b93bd01/US08985459-20150324-D00000.png
US-10482292-B2,RFID scanning device ,Gary L. Sharpe,"Doug Clouser, Kurt Wolf, Gary L. Sharpe, Brian Dutro",2016-10-03,2017-10-03,2019-11-19,2019-11-19,https://patents.google.com/patent/US10482292B2/en,https://patentimages.storage.googleapis.com/61/1f/f8/3ee85159bc812d/US10482292-20191119-D00000.png
US-9038911-B2,Laser scanning code symbol reading system ,"Metrologic Instruments, Inc.","Tao Xian, Ynjiun Paul Wang, Yong Liu, Chen Feng",2012-05-18,2014-07-24,2015-05-26,2015-05-26,https://patents.google.com/patent/US9038911B2/en,https://patentimages.storage.googleapis.com/56/f7/fa/b61727516770fa/US09038911-20150526-D00000.png
US-6523019-B1,Probabilistic record linkage model derived from training data ,"Choicemaker Technologies, Inc.",Andrew E. Borthwick,1999-09-21,1999-10-28,2003-02-18,2003-02-18,https://patents.google.com/patent/US6523019B1/en,https://patentimages.storage.googleapis.com/55/78/62/468dff21370ea8/US6523019-drawings-page-4.png
US-9016576-B2,Laser scanning code symbol reading system providing improved control over the length and intensity characteristics of a laser scan line projected therefrom using laser source blanking control ,"Metrologic Instruments, Inc.","Robert Hugh Brady, Stephen Colavito, David Wilz, Sr., Zhipeng Teng, Myron Levon Dixon",2012-05-21,2013-05-20,2015-04-28,2015-04-28,https://patents.google.com/patent/US9016576B2/en,https://patentimages.storage.googleapis.com/b9/49/21/5802ec6cf0e2d7/US09016576-20150428-D00000.png
US-8915444-B2,Imaging module having lead frame supported light source or sources ,"Hand Held Products, Inc.","William H. Havens, David Stewart Pitou, Laurence Ray MCCOLLOCH, Charles Paul Barber, Colleen Patricia Gannon",2007-03-13,2008-03-12,2014-12-23,2014-12-23,https://patents.google.com/patent/US8915444B2/en,https://patentimages.storage.googleapis.com/a3/6b/8e/495a7c69958ef5/US08915444-20141223-D00000.png
US-9033242-B2,"Multiple focusable fields of view, such as a universal bar code symbol scanner ",Intermec Ip Corp.,"Alain Gillet, Jean-Michel Puech, Serge Thuries",2012-09-21,2013-03-13,2015-05-19,2015-05-19,https://patents.google.com/patent/US9033242B2/en,https://patentimages.storage.googleapis.com/a5/08/d1/92ae096f8ae9a9/US09033242-20150519-D00000.png
US-9289167-B2,Signal processing apparatus and method ,Masimo Corporation,"Mohamed K. Diab, Rex J. McCarthy",1997-04-14,2012-12-05,2016-03-22,2016-03-22,https://patents.google.com/patent/US9289167B2/en,https://patentimages.storage.googleapis.com/0e/60/8b/a4ed19c1ccb364/US09289167-20160322-D00000.png
US-6304864-B1,System for retrieving multimedia information from the internet using multiple evolving intelligent agents ,Textwise Llc,"Elizabeth D. Liddy, Edmund Szu-li Yu",1999-04-20,1999-04-20,2001-10-16,2001-10-16,https://patents.google.com/patent/US6304864B1/en,https://patentimages.storage.googleapis.com/58/33/98/be38601f86777e/US6304864-drawings-page-3.png
US-6353406-B1,Dual mode tracking system ,"R.F. Technologies, Inc.","Colin Lanzl, Jay Werb",1996-10-17,1999-06-24,2002-03-05,2002-03-05,https://patents.google.com/patent/US6353406B1/en,https://patentimages.storage.googleapis.com/ac/57/78/f09a9c7449702d/US6353406-drawings-page-2.png
US-6400272-B1,Wireless transceiver for communicating with tags ,"Presto Technologies, Inc.","Henry N. Holtzman, Jeff Mock",1999-04-01,2000-03-31,2002-06-04,2002-06-04,https://patents.google.com/patent/US6400272B1/en,https://patentimages.storage.googleapis.com/c3/62/c2/073f7921248696/US06400272-20020604-D00000.png
US-5841886-A,Security system for photographic identification ,Digimarc Corporation,Geoffrey B. Rhoads,1993-11-18,1996-12-04,1998-11-24,1998-11-24,https://patents.google.com/patent/US5841886A/en,https://patentimages.storage.googleapis.com/02/63/51/62570a80e1739e/US5841886-drawings-page-6.png
US-5855000-A,Method and apparatus for correcting and repairing machine-transcribed input using independent or cross-modal secondary input ,Carnegie Mellon University,"Alexander Waibel, Bernhard Suhm, Arthur McNair",1995-09-08,1996-10-01,1998-12-29,1998-12-29,https://patents.google.com/patent/US5855000A/en,https://patentimages.storage.googleapis.com/58/9e/ab/1df87fea924e60/US5855000-drawings-page-2.png
US-5495097-A,Plurality of scan units with scan stitching ,"Symbol Technologies, Inc.","Joseph Katz, Jerome Swartz",1993-09-14,1993-09-14,1996-02-27,1996-02-27,https://patents.google.com/patent/US5495097A/en,https://patentimages.storage.googleapis.com/bb/b8/45/6213b83bff293a/US5495097-drawings-page-3.png
US-8903172-B2,Imaging terminal operative for decoding ,"Honeywell International, Inc.",Taylor Smith,2011-11-17,2013-08-30,2014-12-02,2014-12-02,https://patents.google.com/patent/US8903172B2/en,https://patentimages.storage.googleapis.com/e9/60/9b/80ea73e1aaf732/US08903172-20141202-D00000.png
US-9211072-B2,Disposable active pulse sensor ,Masimo Corporation,Massi Joe E. Kiani,2007-06-28,2014-05-16,2015-12-15,2015-12-15,https://patents.google.com/patent/US9211072B2/en,https://patentimages.storage.googleapis.com/f1/ab/69/225d17e5f4cbc6/US09211072-20151215-D00000.png
US-7376645-B2,Multimodal natural language query system and architecture for processing voice and proximity-based queries ,"The Intellection Group, Inc.",David E. Bernard,2004-11-29,2005-01-24,2008-05-20,2008-05-20,https://patents.google.com/patent/US7376645B2/en,https://patentimages.storage.googleapis.com/a8/d9/a1/cbdccb82afdcdd/US07376645-20080520-D00000.png
US-6377640-B2,Means and method for a synchronous network communications system ,"Stanford Syncom, Inc.",Francois Trans,1997-07-31,1998-07-31,2002-04-23,2002-04-23,https://patents.google.com/patent/US6377640B2/en,https://patentimages.storage.googleapis.com/34/5f/54/1b048f012417e8/US6377640-drawings-page-2.png
US-6996531-B2,Automated database assistance using a telephone for a speech based or text based multimedia communication mode ,Comverse Ltd.,"Toby Korall, Zeev Bregman, Irit Ben Moshe, Miron Giladi",2001-03-30,2001-03-30,2006-02-07,2006-02-07,https://patents.google.com/patent/US6996531B2/en,https://patentimages.storage.googleapis.com/8d/46/80/807dbfa11c5fae/US06996531-20060207-D00000.png
US-5793966-A,Computer system and computer-implemented process for creation and maintenance of online services ,"Vermeer Technologies, Inc.","Peter R. Amstein, Thomas P. Blumer, Arthur L. Coburn, IV, Randy J. Forgaard, Andrew J. Schulert, Ted Stefanik, Robert J. Mauceri",1995-12-01,1995-12-01,1998-08-11,1998-08-11,https://patents.google.com/patent/US5793966A/en,https://patentimages.storage.googleapis.com/ef/a1/d7/f819b16dcd522e/US5793966-drawings-page-2.png
US-7475010-B2,Adaptive and scalable method for resolving natural language ambiguities ,"Lingospot, Inc.",Gerald CheShun Chao,2003-09-03,2004-09-02,2009-01-06,2009-01-06,https://patents.google.com/patent/US7475010B2/en,https://patentimages.storage.googleapis.com/fb/89/9c/87769f03be65da/US07475010-20090106-D00000.png
